query,intent
맞아요. 그런거 같아요. 그나저나 저는 초록색을 싫어하는데 커튼색을 잘못 주문해서 교환을 신청해야겠어요.,5
제가 취업 준비 하느라 동아리 활동도 못해요. 근데 학교 정문에서 사진부 동아리가 저에게 가입하라고 권유하네요. 근데 저는 사진부 동아리에 관심도 없고 할 시간도 없어요.,5
오~ 아들이 군대에 가있나 보내요 첫 휴가입니까?,5
저는 심리학과 전공이에요. 오늘 수강신청 날이라서 피시방에왔어요.,5
아 수강신청 그거 인기있는 강의는 무척 어렵다면서요?,5
훈련 끝나고 쉴 때 또 연락드릴게요. 수강신청 성공하시길!,5
네 저도 잘 지냈어요 얼마 전에 동네 산악회 동아리에 가입하게 되었는데 사람들도 괜찮고 가입하길 정말 잘 한 것 같아요,5
우와 그러시군요!! 저도 이번에 가입한 동아리에서 그런 인연이 있으면 좋겠네요,5
곧 친해지실 거에요. 최근에는 책 낭독 동아리에 가입했는데 신선하고 좋더라고요.,5
가끔씩 만나는데 정말 추억이 너무 많거든요! 수강신청 기억나세요?,5
저도 수강신청할때 동기들하고 엄청싸웠거든요! 아직도 생각하면 너무 웃기네요!,5
맞아요~ 저도요! 선생님은 수강신청에 성공 많이 하셨나요?,5
바로 신청 하시면될꺼같은데요?,5
네 제가 상품 가입하는데 도와드릴게요~ 퇴근하시고 뭐하시나요?,5
"그래요? 저도 거기 가입하고 싶은데, 동호회 모이는 시간이 어떻게 되나요?",5
저는 동아리에 관심있는거말고 딱히 없어요! 이번달 내로는 가입할 생각중이에요 ㅋㅋㅋ,5
네 잘 지냈습니다ㅎ 창업 동아리에도 가입 했어요.  인터넷쇼핑자주 하시나요?,5
네. 그래서 친구들이 저희 부대로 입대했을때 저한테 주말에 면회 신청해서 치킨피자 좀 사달라고 했던 기억이 있어요^^,5
저는 번역가입니다. 은행원이라니 멋진 직업을 가지고 계시네요.,5
부지런 하시네.. 저는 요즘 휴직 중이라. 임시보호 신청했는데 됐네요.,5
저도 그거 최근에 가입했는데 되게 재밌는거 많던데.ㅋㅋ.,5
검도부 동아리 좋네요. 운동은 꼭 해야해요..예전에 문학동아리 활동을 했었는데 지금의 저는 작가입니다,5
그런 짓을 안했으면 좋겠어요. 아무리 가입할 생각이 없다고 말해도 계속 설득하면서 시간끄는게 너무 싫어요!,5
저는 연극회동아리에 관심이 있어 가입해 활동하고 있어요. 님께서는요?,5
좋은 동아리에 가입해 있네요. 다음에 또 봬요.,5
동생이 수강신청 뭐할지 고민이라길래 몇 마디 해주고 왔어요. ㅎㅎ.,5
"아, 한참 수강신청 시즌이군요! 중요한 시기네요 ㅎㅎ.",5
아 저는 대학생이에요. 지금 밴드부 동아리에 가입해 있어요.,5
"저는 지금 회계사 일을 하고 있어요. 야근 중인데, 잠이 와서 잠깐 쉬려고 대화 신청 했어요ㅎㅎ.",5
제가 지금 하는 일은 작가입니다. 제가 일을 하기 최적의 직업이죠 ㅎㅎ.,5
연수도 필수로 해야되나요? 하.. 따로 돈주고 신청하는거죠?,5
저는 작가입니다. 어떤 일을 하시나요?,5
반갑습니다. 저는 음악평론가입니다.,5
반가워요! 저는 30대 여성 화가입니다.,5
저는 작곡가입니다. 가족구성원은 1명입니다. 결혼하셨나요?,5
아니 제가 일렉기타 연주를 배우고 싶은데 학교에서 강제로 드론 동아리에 가입시켰네요. 저는 드론 동아리에 관심 없거든요.,5
데이트 신청이신가요? ㅋㅋㅋ 생각해볼께요. 또 연락주세요~,5
전 활달하고 적극적인편인에요..최근 주변인들이 골프동호회에 가입하자고 하는데 전 골프 동호회에 관심이 없어서  거절하기 힘드네요~,5
ktx를 타려면 모바일로 코레일톡을 다운받고 회원가입하고 열차를 선택하면되더라고요 ktx 좌석에는 충전기를 꽂을수 있는곳은 전혀없어요 ,5
아 저는 통역가입니다 ㅎㅎ 선생님은요?,5
저는 이번에 수리과학을 부전공신청해서 시간이 없을거같아요.,5
암보험 같이 큰병 대비해서 드는 보험도 나쁘지 않은 것 같더라고요. 저도 실비랑 암보험 두개 가입되어 있네요.,5
이해가 되네요~ 저는 건축가입니다. 제가 하는 일을 하고 있는 이유가 있어요!,5
부럽네요ㅋㅋ 전 움직이는 데엔 관심이 없어서 댄스스포츠 동아리 가입 권유도 내쳤거든요.,5
스포츠댄스 동호회 가입해서 주말마다 활동하고 있어요. 어제도 갔다왔지요~,5
오 OTT구독을 많이 하는 편이세요? 저는 하나도 가입 안했거든요.,5
아 그렇구나! 저도 @브랜드명1@ 한 번 가입 해봐야겠네요!,5
반갑습니다~ 그러시군요~ 혹시 동아리는 가입 했나요?,5
네~ 동아리도 가입했어요~ 음악 듣는 동아리에요~ 동아리 가서 전자 음악을 가끔 듣네요~,5
어디 갈지 모르시면 굳이 가입 안 하셔도 되잖아요~,5
네 동아리는 별도로 활동은 안하고 있습니다. 그러나 인테리어 관련 동아리가 있다면 가입해보고 싶네요.,5
인테리어에 관심이 있으시군요 전영화  동아리에 가입해보고 싶어요 그나저나  단풍이 붉게 물들었네요,5
전사업가입니다 그래서 소주를 일주일에 서너번 마십니다,5
신경이 쓰여요. 만화 동아리에 관심있는데 가입 못하겠더라구요.,5
일일이 신경쓰면 너무 스트레스 받을거에요! 만화 동아리 가입하고 싶으면 가입해요.,5
만화 동아리는 가입안할려구요. 요즘에 바쁘거든요.,5
안녕하세요 저는 40대 여성입니다. 저는 조각가입니다.,5
힐링 여행 부럽네요. 저는 드론 동아리에 관심없는데 자꾸 가입하라고 강요하네요! 여행은 어디로 가세요?,5
주택청약 신청해본적 있으세요? 저는 해봤는데 안되더라구요,5
저도 OTT서비스 가입한 건 많은데 잘 안보게 되더라구요. 영화는 영화관에서 보는게 몰입이 가장 잘 되는 것 같아요,5
저는 그림 그리는 일을 하고있어요^^만화가입니다!,5
전 자산 운용가입니다. 직업이 무엇인가요?,5
그때는 그렇긴하죠. 저는 그때 한창 동아리 가입하고 활동하면서 하고 싶은지 정했던것 같아요.,5
맞아요! 저도 그래서 지금 관심있는 동아리가 생겨서 가입할까 생각중이에요ㅎㅎ.,5
안녕하세요. 저는 30대 여자이고 심리상담 전문가입니다.,5
오 그러시구나ㅎㅎ 저 오늘 수강신청인데 너무 떨리네요.,5
수강신청날이군요! 선착순아닌가요? pc방 가셔야겠어요 ㅎㅎ.,5
네 그럴려고요ㅎㅎ 진짜 수강신청 잘 됐으면 좋겠네요..,5
네 수강신청 잘하셨으면해요 ㅎㅎ 고학년이셔서 별로 들을게 없어보이는데요..,5
조별과제.. 정말 싫으시겠어요.. 계획서 보시고 피해서 신청하세요 ㅠㅠ.,5
동물 컨텐츠보다 제가 주인공이 되는 방송을 하고 싶어요~ 친구가 방송 크리에이터 동아리에 가입하라고 하지만 동아리를 가입하게 되면 술만 마실까봐 관심은 안가네요~,5
ㅋㅋㅋ 저도요. 그래서 음악 동아리에 가입했어요!,5
저는 봉사단 동아리게 관심있어서 최근에 가입했어요!!,5
감사합니다.혹시 신청했는데 떨어지면 어쩌죠?,5
그럼 신청하는 거는 직접 가서 해야 되나요,5
직접 방문과 사이트에서 신청할 수 있는 방법이 있습니다,5
어디 싸이트 들어가서 신청할 수 있는 건가요,5
방문 신청도 있고 홈페이지로 신청도 가능합니다,5
그럼 다음은 언제 신청인가요,5
신청기간은 어떻게 되나요,5
현재 내년에 신청을 하셔야 합니다,5
도사료를 사용할 사람들을 신청을 하라고 공문상에 이렇게 돼 있길래 말하는 겁니다,5
어디에다가 신청을 하는 건지가 없어 가지고요 문의 좀 하려고 합니다,5
뭐 도사료용으로 하면은 칠월십이일에 신청을 하라고 했는데요,5
어디다가 신청을 하라는 게 없어 가지고 문의하는 겁니다,5
업무 말씀하신 후에 해당 부서에 관련 부서에서 면담 신청하시면 됩니다,5
그 전에 면담 신청을 하면 그 전에 만나 뵐 수 있을까요,5
그러면 면담 신청을 어떻게 구두로 합니까 아니면 문서로 합니까,5
어떤 내용으로 인한 면담 신청이십니까,5
예 제가 요양보호사라는 자격증을 신청할려고 하는데요,5
요양보호자격증 신규 신청이십니까,5
예 신규 신청이요,5
신규신청은 교육 받은 기관에서 일괄적으로 신청이 되고 있습니다,5
혹시 개인적으로 신청하신 부분이십니까,5
네 신청하기로 한 날 제가 여행을 좀 장기로 가서요,5
네 그러면 다음에 방문해서 신청하겠습니다,5
네 선생님 신분증과 재발급 신청서가 필요합니다,5
네 선생님 재발급신청서는 저출산고령화대책과에 비치되어 있습니다,5
#@소속#에 국민행복기금 담당자가 오늘 휴가입니다,5
제가 개인회생을 신청을 했습니다,5
혹시 개인회생 신청을 하신 부분이십니까,5
국민행복기금 이라고 신청을 해 갖고서는 도청에서 지원을 해 주는 데가 있어요,5
제가 그 보호대상 해양생물 허가신청을 하려고 하는대요,5
보호대상 해양 수산 해양생물 허가신청 관련 문의이십니까,5
선생님 혹시 신청 관련 문의이신가요,5
현재 민원인께서 벼 주사료 신청 관련으로 문의를 주셔서요,5
학점은행제 신청 자격 및 신청 방법에 대해서 알고 싶습니다,5
신청 자격은 고등학교 졸업자나 동등 이상의 학력을 가진 사람입니다,5
학점인정받아 학위수여를 위해서는 각종 접수를 통해 신청하시면 돼요,5
예 제가 요양보호사라는 자격증을 신청할려고 하는데 어떤 서류가 필요할까요,5
예 요양보호사 자격증 발급신청서 반명함 사진 두 장 등이 필요하고요,5
제가 확인을 해봤는데 자격증 발급 신청을 해놨거든요,5
안녕하세요 교육비 지원 탈락했는데 이의제기 신청하려고요,5
가까운 읍면동 주민센터로 이의신청 해주셔야 합니다,5
정보조회하려면 꼭 회원가입을 해야하나요,5
일부 서비스는 회원가입이 필요할 수 있습니다,5
네 선생님 시청과 노인복지관 기타 읍면동 신청 장소에서 가능합니다,5
신청은 어디서 해요,5
#@소속# 주민센터나요 #@소속# #@전번#으로 신청하시면 됩니다,5
다름아니라 학교통합홈페이지 회원가입 관련해 문의드리려고요,5
홈페이지 회원가입 절차가 궁금합니다 에듀원까지는 했거든요,5
에듀원 미리 회원가입되어 있으신 분은 바로 학교홈페이지 접속 가능해요,5
에듀원 아이디와 비밀번호로 회원가입 하시면 됩니다,5
상담사님 교육비 지원 신청은 어느 부서인가요,5
선생님 회원가입에 관한 문의 맞으시죠,5
에듀원 가입하시고 학교홈페이지 접속 회원가입 버튼 클릭해 주세요,5
에듀원 먼저 가입해야 하는 거였군요,5
혹시 신청하려면 #@소속#기관으로 가야 하나요,5
우선 겸직 신청은 사전허가를 받으셔야 하는 사항이고요,5
저희가 중학교인데 신청 가능한가요,5
그럼 죄송하지만 신청 관련 담당처 번호 전달 가능하신가요,5
그렇군요 참고해서 신청 해야겠네요,5
사용 폐지 신청서를 작성해가지고 번호판을 떼 가지고 가서 제출하면요,5
네 그 합작 수산물 관세감면 신청하려는데요,5
네 근데 어디에 신청해야할지 잘 모르겠어서요,5
합작수산물은 해양수산부에 신청하셔야합니다,5
준공인가 전 사용허가를 신청하시면 됩니다,5
그래요 어디에 신청하면 되나요,5
안녕하세요 요양보호사 자격증 발급 신청 담당 부서가 어디죠,5
네 요양보호사 자격증 발급 신청은 #@소속#하고 #@소속#입니다,5
변경 신청이 가능합니다,5
결정내용은 재심의 신청 기각 원처분 취소 원처분 변경으로 구분되고요,5
예 공간정보 제공 신청하려고 하는데요,5
신청하면 바로 처리되나요,5
신청일로부터 삼일 이내에 처리가 됩니다,5
사회적경제마을자치센터 세미나실 대관 신청 방법 어디서 문의하죠,5
배상심의회에 배상신청 또는 손해배상 소송을 제기할 수 있습니다,5
이거는 어느 부서에 신청하면 되나요,5
문화재 수리업의 경우는 문화유산과에 신청하시면 됩니다,5
그래요 신청하면 오래 걸리나요,5
다름아니라 재심의 신청은 어떻게 통보받나요 이게 궁금해서요,5
교육감 및 교육장이 재심의신청 처리 결과를 재심의신청 기관의 장에게요,5
혹시 재심의 취하도 가능할까요 신청 후에요,5
재심의 신청한 감사대상기관의 장은 서면으로 신청 취하할 수 있습니다,5
그래요 설명은 잘 들었어요 그럼 가입 대상은 누구인가요,5
다단계판매업자와 방문판매업자가 권장 가입 대상입니다,5
희망도서를 신청했는데요 더 신청할 수 있나 해서요,5
희망도서 신청에는 제한 사항이 있습니다,5
일인 한 달에 세 권이며 권당 삼만 원 이하로 신청 가능하세요,5
수험서 학습교재 만화등과 오래된 도서는 신청에서 제외됩니다,5
안녕하세요 환경관리 대행기관 지정변경 신청 담당이 어디인가요,5
환경관리 대행기관 지정변경 신청 담당은 #@소속#과 #@소속#입니다,5
안녕하세요 사회복지법인 정관변경 인가 신청 담당이 어디죠,5
네 고객님 사회복지법인 정관변경 인가 신청 담당은 #@소속#입니다,5
감사합니다 이거 신청하면 얼마나 걸리죠,5
네 그 다음 가까운 경찰서를 방문하셔서 이의 신청을 하시면 됩니다,5
네 대여를 신청하면 언제 학교에 설치해 주나요,5
희망도서를 신청했는데요 어떻게 처리되는지 알아보려고요,5
신청한 도서의 진행 상황은 희망도서 신청 메뉴를 확인해 주세요,5
나의신청내역에서 처리 진행 상태를 확인하실 수 있습니다,5
네 선생님 신청 당시 작성하신 연락처로 연락이 갑니다,5
안녕하세요 중소기업 협동조합 설립하려고 하는데 어디에 신청하나요,5
이의신청을 준비하고 있는데요,5
네 완공 신청하시는 건가요,5
네 가능합니다 현행법상 구직자가 구직 신청을 한 경우는요,5
가시면 신청서가 있을 겁니다 서식에 적으시면 됩니다,5
다른게 아니라 신청하고 싶은데 절차를 몰라서요,5
사이트 내 개인정보 이용 동의 및 본인 인증 후 신청하세요,5
혹시 수강 신청을 하실 때 어떻게 진행하셨나요,5
안녕하세요 저희 공장 대기배출시설을 정비하는데 변경 신청하려고요,5
네 일단 #@소속# 문화 회관 사용 신청서 한 부 접수해주세요,5
전화나 구두로 상담 후 신청이 접수되며 대관심의가 이루어집니다,5
복수국적자인데요 영주권자 입영희망 신청제도로 입영할 수 있나 해서요,5
인터넷 개통 신청 및 설치 이후 주말 동안 사용했는데요,5
그러시면 각 읍면동사무소에서 신청 가능합니다,5
어린이보호구역의 지정신청절차에 대한 문의입니다,5
다름아니라 재심의는 언제 신청할 수 있는지 여쭈려고요,5
자체감사결과를 통보받은 감사대상기관의 장이 신청할 수 있어요,5
교육감 및 교육장에게 재심의를 신청 할 수 있습니다,5
재심의를 신청하는 경우 신청이유와 내용을 분명히 밝혀야 합니다,5
아동학대 피해자의 주소를 가해자가 알아낼 수 없도록 신청하려고 하는데요,5
예 제가 디지털원패스라는 걸 가입하라고 해서 하려고 하는데,5
네 선생님 어떤 용무로 디지털원패스 가입 희망하시나요,5
예 이게 여러모로 편리하다고 해서 이 참에 가입하려는 거거든요,5
네 회원가입이니까 이용문의 하는 곳으로 연락해보면 될 것 같애요,5
예 회원가입하고 필요하면 다시 연락 드릴게요 수고해요,5
강좌를 신청하신 후에 신분증을 지참하여 사무실에 방문해 주세요,5
네 산림지원과에 신청하시면 됩니다,5
소비자 불편이나 피해구제 신청에 대해서는요,5
네 안녕하세요 공연장 대관 신청을 하려고요,5
네 공연장 대관 신청에 대한 문의이십니까,5
수시대관은 사용허가신청서를 접수받고 공연계획서를 검토합니다,5
네 선생님 재심의 신청이 각하될 수도 있어요,5
그밖에 재심의 신청 자격이 없거자 신청기간이 지난 경우도 해당됩니다,5
네 전통식품명인 신청항목이 있습니다,5
그래요 그럼 그건 어디에서 신청하나요,5
혹시 어떤 지급 수단으로 신청하셨습니까,5
저는 지역사랑상품권으로 신청했어요,5
로그인 같은 것도 따로 해야하죠 회원가입이나,5
운전면허증 재발급 신청방법이 어떻게 되나요,5
운전면허증 신청방법에는 방문이나 인터넷 지방자치단체가 있고요,5
방문은 가까운 경찰서 교통민원실 운전면허시험장에서 신청하시면 됩니다,5
인터넷으로 할 경우는 #@소속#및 #@소속#에서 신청할 수 있습니다,5
네 그래서 이거 어디로 가서 신청하면 되나요,5
그래요 신청하면 처리기간이 얼마나 되나요,5
신청 시 수수료는 있나요,5
신청은 꼭 방문해서 해야 하는 거죠,5
네 고객님 방문해주셔야만 신청이 가능합니다,5
해양에 대해 배우고자 하는 기관 학교 등 모든 국민이 신청 가능합니다,5
재심의 신청 후 감사관 및 교육장은 재심의를 신청 받습니다,5
보통 지체 없이 재심의 신청 안건을 검토하여야 해요,5
신청 문의 하시려고 말씀하시나요,5
이미 신청은 했고요 이용도 하고 있는데요,5
공사 용역 관련 실적증명서 신청 및 발급 절차가 어떻게 되나요,5
해당 공사의 발주기관을 확인하여 해당 발주기관으로 신청합니다,5
신청 부서는 어디입니까,5
이번에 꿈의학교 공모사업에 신청을 했는데요,5
신청서를 제출 하면 몇 일 이나 기다려야 하나요,5
항만운영상 지장이 없을 경우 신청 후 오 일 이내에 처리하여 드립니다,5
네 고객님 휴업 연장 신청은 #@소속#에서 담당하고 있습니다,5
아직까지 초중고 관련 각종서류는 민원 이십 사에서 신청할 수 없습니다,5
동사무소를 방문하여 팩스 민원을 신청하거나요,5
네 맞습니다 그런데 동사무소에 방문하여 팩스 민원을 신청하시면요,5
네 원양어선 신조 신청하시려고 합니까,5
네 어디서 신청하는지 몰라요,5
해당 공사 및 용역 사업의 발주기관으로 직접 신청하시면 됩니다,5
안녕하세요 제가 가축계열화사업자 지정서 교부 신청을 했는데요,5
가축계열화사업자 지정서 교부 신청은 #@소속#에서 담당하고 있습니다,5
우선 재입학 후 이전된 지역 학교로 전학 신청을 하시면 됩니다,5
교육 환경 보호구역 심의 신청에 대해 알고 싶어서 전화드렸어요,5
다름아니라 교직원 집합연수 수강신청 관련해 문의드리려고요,5
선생님 수강신청 절차에 관한 문의시죠,5
네 제가 가입도 다 하긴 했는데 비번을 잊었어요,5
먼저 #@소속# 홈페이지에서 개인정보 수정 후 신청하실 수 있어요,5
아무래도 지금 방학이라 신청자가 많습니다,5
네 선생님 가급적 하루 전까지 예약 신청 부탁드릴게요,5
어디로 신청하면 되나요,5
안녕하세요 제가 사료제조업 등록증 재발급 신청을 했는데요,5
입학연기신청서를 거주지 읍면동 장에게 제출하시면 됩니다,5
교육비 신청을 했는데 취소하고 싶어서요,5
시군구 주민센터에서 신청 취소 요청서를 접수하면 됩니다,5
공무원 임대주택 입주신청에 대한 문의입니다,5
안녕하세요 제가 부동산개발업 등록증 기재사항 변경 신청을 했는데요,5
고객님 부동산개발업 등록증 기재사항 변경 신청은 일주일 걸리는데요,5
에너지바우처 신청 관련해서 문의 드리려는데요,5
통보받은 날부터 구십일 이내 이의신청을 제기할 수 있습니다,5
#@소속#을 이용하는 방법을 알고 싶어요 회원가입은 했어요,5
회원가입 후 회원 등록이 필요합니다 저희 문화관에 방문해주시면 돼요,5
가입하고 나서 방문해야 하는군요 어디로 가면 돼요,5
도로포장 파손으로 차량이 파손되었어요 어디에 배상 신청하나요,5
안녕하세요 제가 부동산개발등록증 재교부 신청을 했는데요,5
근데 이게 신청한지 일주일이 넘었어요,5
네 어디에 신청하는 알려주세요,5
네 개별한옥 지원 신청을 하려고 하는데요,5
네 제가 몸이 안 좋아서 병가를 신청하려고 합니다,5
네 선생님 혹시 회원가입은 다 돼 있으세요,5
신고를 하려면 신청 방법이 어떻게 되나요,5
네 어디에 신청해야 되는지 몰라서요,5
안녕하세요 부동산개발업 등록신청을 했는데요,5
네 고객님 부동산개발업 등록신청은 #@소속# 담당입니다,5
그래요 그럼 어디에 허가 신청하나요,5
봉사활동을 하려고 하는데 어떻게 신청하나 여쭈려고요,5
축산물가공업 영업허가 변경허가 신청은 #@소속# 담당입니다,5
아닙니다 인터넷으로도 신청이 가능합니다,5
네 #@URL#입니다 인터넷이 빠른 신청 가능합니다,5
삼차 재난지원금 버팀목자금 미신청자 구제 요청하려구요,5
네 송구하지만 신규신청은 마감되었습니다,5
센터에서 링크를 보내줘야 커뮤니티에 가입을 하잖아요,5
수출로 인한 말소등록 신청 시에는요,5
변경등록 신청은 어디로 하면 됩니까,5
그래요 가서 신청해야하나요,5
안녕하세요 정교사 신청 방법은 어디로 연락해야 하나요,5
교원자격 무시험검정으로 전문상담교사 일 급을 신청하고 싶어요,5
이거 어디에 신청하는 건가요,5
사업 신청부서 말씀이신가요,5
네 어디에 신청하는지 몰라서요,5
네 학교 안전사고 보상을 신청하려고 하는데 어디로 전화하면 될까요,5
안전사고 보상 신청을 위해서는 학교안전공제회에 문의주시면 돼요,5
네 #@URL#이시구요 공제회 전화하셔서 보상 신청방법 문의 바랍니다,5
제가 등록기준지 변경을 신청하려고 전화드렸어요,5
네 해제 심의신청에 따른 절차가 어떻게 되나요,5
먼저 민원인께서 신청해 주셔야 합니다,5
민원 이십사를 통해 온라인 신청하시거나 교육지원청 방문 신청해주세요,5
신청만 하면 되는 건 아니죠,5
신청서 작성은 삼십분 정도의 시간을 들여 작성을 완료할 수 있습니다,5
네 제가 코로나 백신을 인터넷 신청하려고 했는데 오류가 있어서요,5
신청 서류 제출하면 검토 후 폐가인가 승인 통보됩니다,5
이게 신청하면 수수료가 든다고 들었는데 얼마인가요,5
득한 후에 부담금 환급신청을 하신 건가요,5
그렇군요 달리 신청하거나 해야 하는 거 없이 가능하죠,5
건축계획심의 신청하려고 하는데 어느 부서에 신청하면 되죠,5
신청은 직접 가서 해야 하나요,5
네 그분께 팩스나 메일로 발급신청서를 받으시고요,5
네 그 다음에는 저희 운영지원과에 오셔서 신청서를 접수해주시면 돼요,5
전 #@소속# 학생 학부모인데요 학교 민원 여기다 신청해요,5
네 휴업 신청하시는 건가요,5
교육환경보호구역 내 금지행위 및 시설 제외 신청서를 작성해 주세요,5
조사하여 피신청인에게 보상을 하는 것이요,5
죄송합니다 선생님 연장신청은 전화나 온라인 불가합니다,5
선생님께서 직접 본도서관에 방문하시어 연장신청을 해야합니다,5
수고많으십니다 조광권 소멸 신청하려고요,5
주민등록상 주소지가 아닌 다른 주소지로 수령은 신청하시면 가능해요,5
어디로 어떻게 신청하면 되나요,5
국민권익위원회가 신청인과 피신청인 그리고요,5
제가 배를 가지고 있는데 이 선박을 말소신청을 해야해서요,5
선박 말소신청 말씀하시는거 맞으실까요,5
네 폐기물 검사 신청하려고 합니다,5
교육을 하고자 하시면 복지부장관에게 신청하여야 할 것입니다,5
일단 카드를 신청한 후에요,5
간단히 회원 가입을 하고 사용하시면 됩니다,5
카드 신청은 어디서 할 수 있나요,5
네 제가 서울이구요 #@소속# 건설에다가 압류를 신청했는데요,5
#@주소#에 위치한 #@소속# 건설에 압류를 신청했다는 말씀 맞으십니까,5
예 #@주소# 교차로 공사하고 있는 #@소속#에 압류 신청을 했어요,5
어디 사이트에 들어가서 신청할 수 있는 건가요,5
아까 제가 전화를 했는데 그 명인 장인 신청을 하려고 하거든요,5
해당 교차로에 대해서 건설업체에 압류 신청한 부분으로요,5
#@소속#에 압류를 신청한 부분이 자금을 받지 못하셔서요,5
신청 기간은 어떻게 되나요,5
지금 시점에서는 내년에 신청을 하셔야 합니다,5
세대주가 신청하는 것이 원칙이지만요,5
네 온라인으로 신청한 후에요,5
여권을 신청하려고 하는데요,5
임대 아파트에 살려면 어떻게 신청해야 하나요,5
영구임대주택 신청이 가능합니다,5
그건 어디서 신청해야 하나요,5
관할 동 행정복지센터에서 신청이 가능합니다,5
현재 우리 시에는 #@상품#에 가입이 되어 있습니다,5
네 #@상품#은 대구 시민 전체가 가입되어 있습니다,5
그 신재생에너지 거기 좀 신청할라 그러는데요,5
선생님 죄송하지만 #@소속#은 유선방송을 가입 하는 곳이 아닙니다,5
유선방송도 지금 가입 하신 통신사에 따라 문의 하시는 곳이 달라 집니다,5
#@소속# 접속하시면 관광 지도 신청이라고 보이시나요,5
찾았어요 여기서 이제 신청하면은 택배로 오나요,5
그 부분은 신청을 하셔야 되는 부분이라서요,5
이번에 꿈의 학교 공모사업에 신청을 했는데요,5
이것을 매수 신청을 하든지 아니면은 또 생각했던 게 있어요,5
이거를 대토로 바로 땅 교환을 해 달라고 이렇게 제가 신청을 했어요,5
땅 교환을 신청하셨군요 알겠습니다,5
민원 신청해서 접수할게요 지금 바로는 안되셔요,5
네 봉사 신청하시는 부분이십니까,5
태안 지금 신청하신다는 거예요 아니면 신청했다는 거예요,5
어디로 전화해서 중지 신청해야 합니까,5
코로나 소상공인 임차료 지원 신청하려고 하는데요,5
비영리 단체 등록 신청 관련된 게 알고 싶어서 전화드렸어요,5
제가 팩스 민원 신청에 대해서 여쭤보고 싶은데요,5
팩스 신청을 하시는 부분으로 확인이 됩니다,5
네 태양광 허가 신청하고 하는 그런 거 있죠,5
의회에서는 신청을 했다고 하는데 지정이 된 건지 알고 싶어 가지고요,5
선임기한 연기 신청서라는 서류가 있다고 하는데요,5
네 그러셨습니까 신청서 맞으십니까,5
예 선임기한 연기 신청서요,5
신청서는 #@소속#에서 팩스로 받아보실 수 있다고 합니다,5
선생님 신청서를 이미 구비하셨습니까,5
아니요 신청서가 지금 없으니까 신청서 구해서 하려고요,5
다섯 시 삼십 분 이전에 신청을 하시면 신원 조회를 거치게 되고요,5
다섯 시 삼십 분 이전에 신청하면 된다는거죠 알겠습니다,5
방문하신 후 신청서 작성하시면 됩니다,5
신청서는 민원실 창구에 비치되어 있습니다,5
오늘 신청하면 언제 나오나요,5
선생님 도청에서 신청하실 예정이십니까,5
네 그리고 오후 다섯 시 삼사십 분 이후에 신청하셨나요,5
도지사님 면담 신청으로 문의하셨습니다,5
면담은 상황에 따라 담당 부서에서 처리하고 신청해주시는 부분입니다,5
어떤 부분으로 인한 면담 신청이십니까,5
네 우선 재발급 신청서가 한 부 필요합니다,5
#@소속#으로 가서 신청을 하면 되는 거에요,5
#@소속#에 압류를 신청한 부분에 대해 자금을 받지 못하셔서요,5
저는 서울이구요 #@주소#에서 공사 중인 #@소속#에 압류를 신청했어요,5
홍성군 위치한 #@소속#에 압류를 신청했다는 말씀 맞으십니까,5
허가 신청할라고 하면 농로 산길 농로를 허가관련해서 문의 해야해요,5
네 사용하시는 통신사에 가입하신 요금제에서 나가는 부분입니다,5
네 시청에 아동청소년 심리지원 프로그램 지원을 신청하셨어요,5
학교 법인의 기본 재산 처분 허가 신청 승인 때문에요,5
학교 법인의 기본재산 처분허가 신청이 있으면 관련 법령이 있습니다,5
신청 당사자에게 허가 보완 요구 및 지연 사유 등을 통보하고 있습니다,5
다른 게 아니고 태양열 발전 신청하는 부서가 몇 번이에요,5
네 국가 배상 신청은 어디서 합니까,5
국가 배상 신청은 부산 고등 검찰청 #@소속#에서 처리됩니다,5
선생님 방문 또는 우편접수로 신청이 가능하십니다,5
네 맞습니다 그리고 증명사진 한 매 그리고 신청서가 필요합니다,5
신청서는 #@소속# 홈페이지에서 자격증 신청서 양식을 다운받으면 됩니다,5
도청 내 국가입퇴원시스템 관련으로 담당자 분을 찾고 계셨습니다,5
폐기물 해양 수거업 퇴적 오염 물질 수거업 등록 신청은 어떻게 하나요,5
국민 연금 가입자 가입 증명과 건강 보험 자격 득실 확인서도 있네요,5
그러면 어디에서 등록 신청을 하면 됩니까,5
해당 서류 준비하셔서 #@소속#에 등록 신청을 하시면 됩니다,5
우선 증명 사진과 재발급 신청서가 필요합니다,5
제가 기초 생활 수급잔데 그거 좀 신청하려고 다 준비를 해왔거든요,5
출생 신고랑 양육 수당 신청 때문에 전화 드렸거든요,5
그런데 양육 수당 같은 경우에는 주소지 관할에서 신청하셔야 합니다,5
검사 대상 기기 조종사 선임 기한 연기 신청서에 관해서 물어볼라고 하거든요,5
건강 보험 가입 문의로 전화드렸는데요,5
맞습니다 일반 공급 신청 시에만 제한되는 사항이구요,5
기관 추천 특별 공급 청약 신청인 경우에는 적용 되지 않습니다,5
신청서를 제출하면 몇 일이나 기다려야 하나요,5
일단 수질 검사는 #소속# 홈페이지 이용해서 신청하실 수 있구요,5
주소가 #@URL# 입니다 이쪽에 신청 하시면 되구요,5
네 고객님 휴업 연장 신청은 #@소속# 에서 담당하고 있습니다,5
